    "Content-UUID","URL","Term","Definition","Data-Type","Unit-of-Measure","Category","Sector","Updated-Date"
"6c4b8fd3-3555-4b1f-b5a2-4faab962fc39","https://bedes.lbl.gov/node/6c4b8fd3-3555-4b1f-b5a2-4faab962fc39","Authorization","Designated if third party has been granted authorization.
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"d9bb6187-5db0-4244-8045-ee533f3e4b94","https://bedes.lbl.gov/node/d9bb6187-5db0-4244-8045-ee533f3e4b94","Authorization Date","Date the authorization was granted.
","TimeStamp","YYYY-MM-DD","Contact","Commercial, Residential, Multifamily","2019-12-06 11:40:27"
"c208fe09-422d-4031-abf6-073aa7bda8c5","https://bedes.lbl.gov/node/c208fe09-422d-4031-abf6-073aa7bda8c5","City","City
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"176033b2-10b3-475b-aee0-ae4393c77cfb","https://bedes.lbl.gov/node/176033b2-10b3-475b-aee0-ae4393c77cfb","Company Name","Company name
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"20589c14-3fcc-4cb5-a30f-63e06d7009a6","https://bedes.lbl.gov/node/20589c14-3fcc-4cb5-a30f-63e06d7009a6","Contact ID","Identification number associated with the contact.
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"7d3e348a-253b-44aa-8b01-2967133a0c0c","https://bedes.lbl.gov/node/7d3e348a-253b-44aa-8b01-2967133a0c0c","Contact Label","Characterization of the contact.
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"028bb2ae-c261-4c5d-b247-3db21cff10ab","https://bedes.lbl.gov/node/028bb2ae-c261-4c5d-b247-3db21cff10ab","Contact Name","Name of the contact when not full name or company name
","String","N/A","Contact","","2019-11-26 17:28:02"
"03062e7b-8e40-4e16-a3d1-476a85c1fc4d","https://bedes.lbl.gov/node/03062e7b-8e40-4e16-a3d1-476a85c1fc4d","Contact Title","The title or position of the contact within their organization.
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"7ad052a4-c5b0-4c2a-b59a-eb167d67f8d6","https://bedes.lbl.gov/node/7ad052a4-c5b0-4c2a-b59a-eb167d67f8d6","Contact URL","Uniform Resource Locator (URL) of the contact
","String","N/A","Contact","","2019-11-26 17:28:02"
"4076395e-d8ab-42d5-8de0-1ab77a14205c","https://bedes.lbl.gov/node/4076395e-d8ab-42d5-8de0-1ab77a14205c","Corner Of","A directional word describing a corner formed by the intersection of two thoroughfares. For example ""Northwest corner of Scott Street and North Walnut Street, Stillwater, OK"" has ""Northwest"" as the Corner Of. Refer to Cardinal Direction for constrained list.
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-12-11 14:19:42"
"9afc3a7b-af21-4517-b7e9-da6c9f7975d2","https://bedes.lbl.gov/node/9afc3a7b-af21-4517-b7e9-da6c9f7975d2","Country Name","The name of the country in which the address is located.
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"be811d87-d5db-4e1c-84ec-ccbbccdb852c","https://bedes.lbl.gov/node/be811d87-d5db-4e1c-84ec-ccbbccdb852c","County","County
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"6e37f128-742a-41e1-94d5-cb490a5071d3","https://bedes.lbl.gov/node/6e37f128-742a-41e1-94d5-cb490a5071d3","Credential","The type of credential held by the person described by the Role term.
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"6b735ef3-158c-49ae-9c85-2d25628fb769","https://bedes.lbl.gov/node/6b735ef3-158c-49ae-9c85-2d25628fb769","Credential Number","ID number for the credential held.
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"10f87b8c-6b55-494b-b19e-e6f2292e45cb","https://bedes.lbl.gov/node/10f87b8c-6b55-494b-b19e-e6f2292e45cb","Credential State","State in which the credential is issued. Please see State for a complete list of constrained list options.
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-12-11 14:19:12"
"286e869d-afbf-4cc5-aa1b-7240195b152e","https://bedes.lbl.gov/node/286e869d-afbf-4cc5-aa1b-7240195b152e","Cross Street","Nearest cross street of location
","String","N/A","Contact","","2019-11-26 17:28:02"
"e111ead6-052a-4783-a1e0-e4f57d7819c9","https://bedes.lbl.gov/node/e111ead6-052a-4783-a1e0-e4f57d7819c9","Customer Relation To Property Owner","If the project customer is not the owner of the premises, what is the relationship to the owner. This is required for CSI incentive application.
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"27655d45-7813-432a-901a-1dc821bc52c1","https://bedes.lbl.gov/node/27655d45-7813-432a-901a-1dc821bc52c1","Email Address","Electronic mail address with common format: email@serviceprovider.suffix
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"a5417185-7c94-4c4a-8bc3-36e84863c764","https://bedes.lbl.gov/node/a5417185-7c94-4c4a-8bc3-36e84863c764","Email Address Label","The type of email address, to distinguish between multiple instances of Email Address.
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"1d181fae-0231-46c8-a129-6f33e94ea243","https://bedes.lbl.gov/node/1d181fae-0231-46c8-a129-6f33e94ea243","Federal Department Or Region","Federal department/region. This is required to designate a facility as a federal property in Portfolio Manager.
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"d12b5190-a5b9-4fc9-9418-47fcdcb02b5c","https://bedes.lbl.gov/node/d12b5190-a5b9-4fc9-9418-47fcdcb02b5c","Full Name","The full name, including first, middle, and last names.
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"ab963831-3062-4ec4-8a9b-bbd264c360ca","https://bedes.lbl.gov/node/ab963831-3062-4ec4-8a9b-bbd264c360ca","MapURL","URL referencing an online mapping service that indicates the location.
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"24bd82d8-839c-4442-a939-457fae1d207d","https://bedes.lbl.gov/node/24bd82d8-839c-4442-a939-457fae1d207d","Ownership","The type of organization, association, or business, that owns the premises.
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"11aa3a57-c513-4a19-89ec-3b2a4f2b2088","https://bedes.lbl.gov/node/11aa3a57-c513-4a19-89ec-3b2a4f2b2088","Ownership Status","Ownership status of the premises or equipment with respect to the contact.
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"6508ba1f-00dc-4de9-90d1-f6d3b8be7e16","https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16","Percent Occupied By Owner","Percent of gross floor area that is occupied by the owner.
","Decimal","percent","Contact","Commercial, Residential, Multifamily","2019-12-06 11:55:21"
"9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b","https://bedes.lbl.gov/node/9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b","State","State
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"81d08d4f-64e0-47f2-9615-2654eea7b288","https://bedes.lbl.gov/node/81d08d4f-64e0-47f2-9615-2654eea7b288","Street Name","The portion of the complete street name that identifies the particular thoroughfare (as opposed to the Street Name Pre Modifier, Street Name Post Modifier, Street Name Pre Directional, Street Name Post Directional, Street Name Pre Type, Street Name Post Type, and Separator Element (if any) in the complete street name.)
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"7708bd02-e9e1-47b4-92a8-6a5290143641","https://bedes.lbl.gov/node/7708bd02-e9e1-47b4-92a8-6a5290143641","Street Name Post Directional","The direction indicator that follows the street name. Refer to Cardinal Direction for constrained list.
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"a55eba8d-44db-40f2-9d1c-11e031c5fdef","https://bedes.lbl.gov/node/a55eba8d-44db-40f2-9d1c-11e031c5fdef","Street Name Post Modifier","A word or phrase in a complete street name that follows and modifies the Street Name, but is separated from it by a Street Name Post Type or a Street Name Post Directional or both. For example, in ""East End Avenue Extension"" the Street Name Post Modifier is ""Extension""
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","https://bedes.lbl.gov/node/0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Street Name Post Type","The suffix portion of a street address.
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"2fe20a30-75e6-4fd4-8265-c04c525e1e7d","https://bedes.lbl.gov/node/2fe20a30-75e6-4fd4-8265-c04c525e1e7d","Street Name Pre Directional","A word preceding the street name that indicates the directional taken by the thoroughfare. Refer to Cardinal Direction for constrained list. In the examples ""North Lane"" and ""South Carolina Avenue"" the directional words are part of the Street Name, not the Street Name Predirectional.
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"fc3f7ce4-6985-4d6c-8a12-bccc35c6bf58","https://bedes.lbl.gov/node/fc3f7ce4-6985-4d6c-8a12-bccc35c6bf58","Street Name Pre Modifier","A word or phrase in a complete street name that precedes and modifies the Street Name, but is separated from it by a Street Name Pre Type or a Street Name Pre Directional or both; or is placed outside the Street Name so that the Street Name can be used in creating a sorted (alphabetical or alphanumeric) list of street names.
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"ded7d09b-0e5f-45c7-966a-29558320c5c5","https://bedes.lbl.gov/node/ded7d09b-0e5f-45c7-966a-29558320c5c5","Street Name Pre Type","A word or phrase that precedes the Street Name and identifies a type of thoroughfare in a complete street name. Refer to Street Name Post Type for a complete list of pre types. For example, ""Highway 101"" has a Street Name Pre Type = ""Highway"" and a Street Name = ""101"". In addition, a pre type can include further details, such as ""County Road 88"" where the Street Name Pre Type = ""County Road"" and the Street Name = ""88"".
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2020-03-19 14:59:50"
"61ba6f05-7526-4de3-8e86-467d6262c98e","https://bedes.lbl.gov/node/61ba6f05-7526-4de3-8e86-467d6262c98e","Subaddress Identifier","The letters, numbers, words, or combination thereof used to distinguish different subaddresses of the same type when several occur within the same feature. For example, in subaddress ""Building 4"", the Subaddress Identifier = ""4"". Subaddress Identifier can also be parts of a building, for example ""Penthouse"" or ""Mezzanine"".
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"aeae978b-c81e-4318-b6af-8ac8da74dd51","https://bedes.lbl.gov/node/aeae978b-c81e-4318-b6af-8ac8da74dd51","Subaddress Type","The type of subaddress to which the associated Subaddress Identifier applies.
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"071aa380-fe3d-4c8d-8037-4ae96ae2a03e","https://bedes.lbl.gov/node/071aa380-fe3d-4c8d-8037-4ae96ae2a03e","Telephone Extension","Extension number ot reach the contact.
","String","N/A","Contact","","2019-11-26 17:28:02"
"b526e5b0-78d4-4b0b-a8dc-5b8de50ce608","https://bedes.lbl.gov/node/b526e5b0-78d4-4b0b-a8dc-5b8de50ce608","Telephone Number","Telephone number associated with the contact. Format: Country code (area code) NNN-NNNN.
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"a36b4cb4-6b96-4127-94df-38d007bc2a99","https://bedes.lbl.gov/node/a36b4cb4-6b96-4127-94df-38d007bc2a99","Telephone Number Label","The type of telephone number, to distinguish between multiple instances of Telephone Number.
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"980ed92b-759e-49e3-9945-d976e26a1783","https://bedes.lbl.gov/node/980ed92b-759e-49e3-9945-d976e26a1783","Utility Services","Energy services offered by the utility, please se Resources for a complete list of constrained list options.
","Constrained List","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"e7a9adaf-caff-4d17-8f22-39a893d39a3b","https://bedes.lbl.gov/node/e7a9adaf-caff-4d17-8f22-39a893d39a3b","Years of Experience","Number of years of experience of the person being described by the Role term.
","Integer","years","Contact","Commercial, Residential, Multifamily","2019-12-10 10:33:48"
"6eea1dab-5d50-45f7-ae8d-5f7a183a536a","https://bedes.lbl.gov/node/6eea1dab-5d50-45f7-ae8d-5f7a183a536a","ZIP Code","A system of 5-digit codes that identifies the individual Post Office or metropolitan area delivery station associated with an address.
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"c5829707-681b-4569-8fb1-c92a35ede645","https://bedes.lbl.gov/node/c5829707-681b-4569-8fb1-c92a35ede645","ZIP Plus 4","A 4-digit extension of the 5-digit ZIP Code (preceded by a hyphen) that, in conjunction with the ZIP Code, identifies a specific range of USPS delivery addresses.
","String","N/A","Contact","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"824d0f87-b703-493d-8b09-b8c626d73f48","https://bedes.lbl.gov/node/824d0f87-b703-493d-8b09-b8c626d73f48","Air Infiltration Blower Door Test","Type of blower door test.  Use Air Infiltration Test to qualify these values.
","Constrained List","N/A","Envelope","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"6a5b8647-f8b2-40f6-b379-5a4d4adac2e8","https://bedes.lbl.gov/node/6a5b8647-f8b2-40f6-b379-5a4d4adac2e8","Air Infiltration Description","Description of the infiltration characteristics for an opaque surface, fenestration unit, a thermal zone.
","Constrained List","N/A","Envelope","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"d756b059-1c98-40cc-8817-e9855528faf5","https://bedes.lbl.gov/node/d756b059-1c98-40cc-8817-e9855528faf5","Air Infiltration Test","Type of air infiltration test performed on the premises
","Constrained List","N/A","Envelope","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"dac5fabd-c11f-475f-b897-5079a435382f","https://bedes.lbl.gov/node/dac5fabd-c11f-475f-b897-5079a435382f","Air Infiltration Value","The measured value from the Air Infiltration test.
","Decimal","","Envelope","Commercial, Residential, Multifamily","2019-12-12 10:44:29"
"06aa5aca-890c-4b24-965a-edad902f16c6","https://bedes.lbl.gov/node/06aa5aca-890c-4b24-965a-edad902f16c6","Air Infiltration Value Units","The units of measure for the Air Infiltration Value field.
","Constrained List","N/A","Envelope","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
