    "Content-UUID","URL","List-Option","List-Option-Definition","Unit-of-Measure","Related-Term","Related-Term-UUID","Sector","Updated-Date"
"f501ee71-ac17-4f61-a4d3-88418a33ed32","https://bedes.lbl.gov/node/f501ee71-ac17-4f61-a4d3-88418a33ed32","Access point","The capability to provide wireless network connectivity to multiple clients. For the purposes of this specification, Access Point functionality includes only IEEE 802.11 (Wi-Fi) connectivity.","N/A","IP Functionality","eff538a5-377b-44cd-b474-bc7cb8505311","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"ad0669c8-0069-4cf5-91db-b80531426880","https://bedes.lbl.gov/node/ad0669c8-0069-4cf5-91db-b80531426880","Access point","","n/a","Attic Component","77d50160-f299-480f-afed-13e2f3a251df","","2019-11-26 17:19:17"
"7cec3081-61bb-4532-9192-e5239d8b1aaf","https://bedes.lbl.gov/node/7cec3081-61bb-4532-9192-e5239d8b1aaf","Access point","A device that provides wireless network connectivity to multiple clients as its primary function. For the purposes of this specification, Access Points include devices providing only IEEE 802.11 (Wi-Fi) connectivity.","N/A","Network Equipment Type","2977a6f2-f249-4c8f-a1c3-c4379bdf2540","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"eac607e1-a296-41f0-a36e-2f15be368b73","https://bedes.lbl.gov/node/eac607e1-a296-41f0-a36e-2f15be368b73","Access point","","n/a","Foundation Component","141a6da0-e9ba-48e5-906d-4481652de010","","2019-11-26 17:19:17"
"44027dc9-32e0-4e83-a7d4-18aa010d41c7","https://bedes.lbl.gov/node/44027dc9-32e0-4e83-a7d4-18aa010d41c7","Account","Identifier for an account","n/a","Identifier Label","224f52fa-2b57-4a3e-8956-2c94bd1996be","","2019-11-26 17:19:17"
"50c29dff-4e67-490d-973a-13fde3bd4e6a","https://bedes.lbl.gov/node/50c29dff-4e67-490d-973a-13fde3bd4e6a","Accredited Commissioning Process Authority Professional (CxAP)","","N/A","Credential","6e37f128-742a-41e1-94d5-cb490a5071d3","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"ed64447b-23cf-4a0f-89a4-578dcbda4c45","https://bedes.lbl.gov/node/ed64447b-23cf-4a0f-89a4-578dcbda4c45","Accumulated nonactive energy","The energy, in watt-hours (Wh), consumed by the battery charger in battery maintenance and standby modes of operation over a period of time. A standard 48-hour period is used for evaluation, consisting of 36 hours of maintenance mode operation followed by 12 hours of standby mode operation.","n/a","Capacity Qualifier","9b368a3c-9548-477b-98d8-56aeb270a43e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"dec2cf01-7dbd-4918-a083-ef7ccbeefc9b","https://bedes.lbl.gov/node/dec2cf01-7dbd-4918-a083-ef7ccbeefc9b","ACH","air changes per hour","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"986e4432-b9b5-4f92-aab1-5ed4e7c68ae2","https://bedes.lbl.gov/node/986e4432-b9b5-4f92-aab1-5ed4e7c68ae2","ACH","Air changes per hour","ACH","Air Infiltration Value Units","06aa5aca-890c-4b24-965a-edad902f16c6","","2019-11-26 17:19:17"
"53b277a0-8041-4c63-b638-08121aba2771","https://bedes.lbl.gov/node/53b277a0-8041-4c63-b638-08121aba2771","ACH50","Air changes per hour at 50 Pascals (Pa) pressure","ACH","Air Infiltration Value Units","06aa5aca-890c-4b24-965a-edad902f16c6","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"89febd5d-a896-4473-8dcf-2a1babc5568b","https://bedes.lbl.gov/node/89febd5d-a896-4473-8dcf-2a1babc5568b","ACHnatural","Air changes per hour at natural air leakage rate","ACH","Air Infiltration Value Units","06aa5aca-890c-4b24-965a-edad902f16c6","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"4d61136e-d8e6-4c26-9f8f-87cceaaa7f2c","https://bedes.lbl.gov/node/4d61136e-d8e6-4c26-9f8f-87cceaaa7f2c","acres","acres","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","","2019-11-26 17:19:17"
"3d745b28-57d3-40cb-b542-948ccfee9218","https://bedes.lbl.gov/node/3d745b28-57d3-40cb-b542-948ccfee9218","Active","","n/a","Account Status","52bf6a65-c6ec-47eb-8816-75c77ba06ce5","","2019-11-26 17:19:17"
"261e69a5-94cd-49fa-bc29-687f45fd3139","https://bedes.lbl.gov/node/261e69a5-94cd-49fa-bc29-687f45fd3139","Active","The operational state in which the machine is carrying out primary work.","N/A","Operational Mode","1dc71ca0-5371-43b6-a05c-7794a73e0695","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"6405b6f2-c2b5-4a7f-b40d-f70dd819b53d","https://bedes.lbl.gov/node/6405b6f2-c2b5-4a7f-b40d-f70dd819b53d","Actual","Data determined to accurately represent actual conditions","N/A","Quality","2714c60b-c5b1-4bbe-8047-1280aa5df1df","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"9e438dae-01c8-4873-bed0-a8be3118de89","https://bedes.lbl.gov/node/9e438dae-01c8-4873-bed0-a8be3118de89","Adaptive compensation","Lowering illuminance at night in spaces, based on research indicating that people both need and prefer less light at night than during the day. For example, in applications with long hours of operationg during the night, such as airports and 24-hour retailers, this can produce significant energy savings. Also known as night setback.","","Control Strategy","8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40","","2019-11-26 17:24:58"
"9218eef5-577a-4c1b-9ee6-bdbd3f16a1d1","https://bedes.lbl.gov/node/9218eef5-577a-4c1b-9ee6-bdbd3f16a1d1","Addition","New addition of space, system, or equipment to existing premises","N/A","Action Category","74c405e8-0e2e-4b1d-961e-2170e3089f9a","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"8352647f-b1c4-40e6-b379-738ffc60fe7d","https://bedes.lbl.gov/node/8352647f-b1c4-40e6-b379-738ffc60fe7d","Additional to last billing period","Since the last referenced billing period","N/A","Temporal Status","088f739c-434d-4c8f-a6c6-ee47b237dd01","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"352430da-0b3e-4bc7-b219-84a5f251e82f","https://bedes.lbl.gov/node/352430da-0b3e-4bc7-b219-84a5f251e82f","Adjusted","Data value has been adjusted by some procedure","N/A","Derivation Method","bf19d06e-7803-41c6-927f-87872c0beaf4","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"57c22f61-c9cc-45f4-a941-e0204b8bcc08","https://bedes.lbl.gov/node/57c22f61-c9cc-45f4-a941-e0204b8bcc08","Adjusted to specific year","The expected value if the new operations were revised to reflect the operations in a specific year","N/A","Normalization","f19bd5a6-a1c1-457a-a9b3-f1628e2d5b77","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"26507410-0018-4153-a7be-0f0414880ec1","https://bedes.lbl.gov/node/26507410-0018-4153-a7be-0f0414880ec1","Adjustment","Charge rate adjustments for any fees, riders, fuel adjustments, etc.","n/a","Charge Rate","27d9b840-4b7b-4757-9036-bcf6cf145aa0","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"5eba4ac1-d47d-40e1-a684-b312e2ea5648","https://bedes.lbl.gov/node/5eba4ac1-d47d-40e1-a684-b312e2ea5648","Administrator","Administrator of customer accounts.","N/A","Contact Label","7d3e348a-253b-44aa-8b01-2967133a0c0c","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"c551a990-7acf-426e-8ed5-077f4fb86cf0","https://bedes.lbl.gov/node/c551a990-7acf-426e-8ed5-077f4fb86cf0","Adults","Number of people over the age of 18 residing in the premises at least 50% of the time.","N/A","Occupant Quantity Type","0f74ee3f-107b-48dd-878f-8d3a8ee389ca","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"850c95c3-665a-4edc-862f-4c0864387363","https://bedes.lbl.gov/node/850c95c3-665a-4edc-862f-4c0864387363","Advanced metering systems","","N/A","Technology Category","51fa4451-d4d8-44ea-8780-f3619027a281","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"7568628a-3eb4-417f-8185-02a5139e7a4d","https://bedes.lbl.gov/node/7568628a-3eb4-417f-8185-02a5139e7a4d","Advanced power strip","Advanced Power Strips (APS) have built-in features that are designed to reduce the amount of energy used by manyconsumer electronics by  shutting off the supply power to devices that are not in use.","n/a","Control Technology","9f25b506-119d-4216-950e-8c2530512ce9","","2019-11-26 17:19:17"
"91374b0e-0bdf-4118-b19b-c56ffc6ed6da","https://bedes.lbl.gov/node/91374b0e-0bdf-4118-b19b-c56ffc6ed6da","Advanced resource meter","","N/A","Meter Type","b57658e2-43b2-4347-b1de-1883089d15bd","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"d0725d61-c60c-4b11-88f0-eb849e455db2","https://bedes.lbl.gov/node/d0725d61-c60c-4b11-88f0-eb849e455db2","Advertising","Cost associated with advertising","N/A","Cost Attribution","1e02cc73-b700-429e-a4af-db4d04eb3efc","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"f8ea3063-292a-4945-bc6f-a4635fc60086","https://bedes.lbl.gov/node/f8ea3063-292a-4945-bc6f-a4635fc60086","AE","Armed Forces Europe, the Middle East, and Canada","N/A","State","9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"9a074472-90cc-4253-bb62-010be7854a6b","https://bedes.lbl.gov/node/9a074472-90cc-4253-bb62-010be7854a6b","Affordable housing","A property with an affordability deed restriction to preserve it as a low- and moderate-income housing unit.","n/a","Market Threshold","48fe39ef-e054-4e9a-aa6f-ab3a3c106d50","Residential, Multifamily","2019-11-26 17:24:58"
"fbdf2d91-fb2d-4c54-a01b-ff89174c2101","https://bedes.lbl.gov/node/fbdf2d91-fb2d-4c54-a01b-ff89174c2101","AFUE","Annual fuel utilization efficiency is a thermal efficiency measure of combustion equipment like furnaces, boilers, and water heaters. The AFUE differs from the true 'thermal efficiency' in that it is not a steady-state, peak measure of conversion efficiency, but instead attempts to represent the actual, season-long, average efficiency of that piece of equipment, including the operating transients. It is a dimensionless ratio of useful energy output to energy input, expressed as a percentage. For example, a 90% AFUE for a gas furnace means it outputs 90 BTUs of useful heating for every 100 BTUs of Natural Gas input (where the rest may be wasted heat in the exhaust). A higher AFUE means higher efficiency.","n/a","Efficiency Metric Qualifier","4af43a8f-ebba-442e-a670-9d12bc940fb6","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"28d8d9dd-4448-4493-902f-9cf1d191428d","https://bedes.lbl.gov/node/28d8d9dd-4448-4493-902f-9cf1d191428d","Agency","Agency such as the Federal agency, required to designate a facility as a federal property in Portfolio Manager.","N/A","Contact Label","7d3e348a-253b-44aa-8b01-2967133a0c0c","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"77750f60-8820-4ae7-883e-1850bbe7a0df","https://bedes.lbl.gov/node/77750f60-8820-4ae7-883e-1850bbe7a0df","Agent","Property management agent or realtor provided the floor area value.","N/A","Origin","cda2228c-421a-4d99-86c5-d3b6ef1ba851","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"19794f60-2c12-4e51-897d-ee33d9e5ae9f","https://bedes.lbl.gov/node/19794f60-2c12-4e51-897d-ee33d9e5ae9f","Agent","The agent of record","N/A","Contact Label","7d3e348a-253b-44aa-8b01-2967133a0c0c","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"45a9a756-e6ca-4cb8-bc71-adf93555baf1","https://bedes.lbl.gov/node/45a9a756-e6ca-4cb8-bc71-adf93555baf1","Agricultural","Category for any agricultural use","N/A","Sector Classification","86208e3e-352a-451d-b2c5-da725ca87693","Commercial","2019-11-26 17:24:58"
"075c8db5-eb05-43cd-90c2-f69ef4631ec1","https://bedes.lbl.gov/node/075c8db5-eb05-43cd-90c2-f69ef4631ec1","Agricultural estate","Premises accommodating dairy farms, cattle ranch, and farms.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial, Residential","2019-11-26 17:07:14"
"9361718b-8f80-475a-9e64-8a33705f95ca","https://bedes.lbl.gov/node/9361718b-8f80-475a-9e64-8a33705f95ca","Air","A insulated glass unit (IGU) filled with 100% air","N/A","Fenestration Gas Fill","a0683926-ead9-4aa3-b5ba-75fbf36f289d","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"d8245066-0824-42ba-94e6-0d2474a3f9a0","https://bedes.lbl.gov/node/d8245066-0824-42ba-94e6-0d2474a3f9a0","Air","Air as a thermal medium is used for space heating or cooling.","N/A","Thermal Medium","5a65d7a2-c5a7-4fcb-a381-1b95f0af74a9","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"f6be97bf-5d46-44ea-9fab-2de85fcafcb9","https://bedes.lbl.gov/node/f6be97bf-5d46-44ea-9fab-2de85fcafcb9","Air","","N/A","Cooling Medium","b35e4ad5-0570-4fbb-9b69-731ae3f4c289","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"2e1ae98c-da0d-46a6-a7f9-68a1efb4b27f","https://bedes.lbl.gov/node/2e1ae98c-da0d-46a6-a7f9-68a1efb4b27f","Air","","N/A","Heating Medium","e635f3a0-06d1-4653-a058-8a5a75fae04d","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"41691984-3dbf-46f8-9c24-caec27cc4bdf","https://bedes.lbl.gov/node/41691984-3dbf-46f8-9c24-caec27cc4bdf","Air","","n/a","Pump Application","3d8ea5a9-acb2-45a1-ad5c-b67ecce27c7f","","2019-11-26 17:19:17"
"3bf2768a-a8bd-4318-9c31-2590e130fffd","https://bedes.lbl.gov/node/3bf2768a-a8bd-4318-9c31-2590e130fffd","Air changes per hour","","N/A","Natural Ventilation Metric","4ae59a04-39e1-4faf-a256-9eceac581e55","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"75099d06-a2fa-4fb7-9923-2208acd2383f","https://bedes.lbl.gov/node/75099d06-a2fa-4fb7-9923-2208acd2383f","Air cleaner","","N/A","Other HVAC Type","09d22d38-ffbc-494d-84ea-8eab196c579e","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"07afbe80-b35d-4626-bff7-151751ef4c43","https://bedes.lbl.gov/node/07afbe80-b35d-4626-bff7-151751ef4c43","Air compressor","","N/A","Process Load Type","55d4daf1-bb0c-4b4e-ac8a-46814701b5ff","Commercial, Multifamily","2019-11-26 17:07:14"
"dbb6a16e-5d00-4e52-9fb1-6209054a55e9","https://bedes.lbl.gov/node/dbb6a16e-5d00-4e52-9fb1-6209054a55e9","Air cooled","Air is used to cool the compressor ","N/A","Chiller Compressor Type","0ffe20cd-2ff0-4663-a55a-911e566c8bdf","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"cc75fe50-372e-4953-bffe-fb9cea559f58","https://bedes.lbl.gov/node/cc75fe50-372e-4953-bffe-fb9cea559f58","Air cooled","Air-Cooled: An ice machine wherein motor driven fans or centrifugal blowers move air through the condenser to remove heat from the refrigerant.","N/A","Ice Machine","3f8a1534-e951-4190-a264-04ac908d026f","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"d37d01e5-faa5-4980-97c2-31b1a32f804a","https://bedes.lbl.gov/node/d37d01e5-faa5-4980-97c2-31b1a32f804a","Air cooled","","N/A","Condenser Type","4c8a4801-6c8d-4e61-8f05-220a374b8765","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"186aa36a-1ff3-4fc0-9096-278042fdb208","https://bedes.lbl.gov/node/186aa36a-1ff3-4fc0-9096-278042fdb208","Air distribution","","N/A","HVAC Category","3b39678d-7a1d-4add-9417-a2b7f57f6f18","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"7135629e-8424-4b15-b4fc-42505e7f2b49","https://bedes.lbl.gov/node/7135629e-8424-4b15-b4fc-42505e7f2b49","Air flow","","n/a","Sensor Type","611065d0-79b0-48ff-9650-1626e3e4c2a1","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"4a089f5a-402d-42c9-ac17-b614ba8da60a","https://bedes.lbl.gov/node/4a089f5a-402d-42c9-ac17-b614ba8da60a","Air handler","","N/A","Heating Delivery Type","449464b3-25da-4a2a-beec-e7ab69aaf9cd","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"e7ad0e93-9774-4320-814a-d0ad1d393528","https://bedes.lbl.gov/node/e7ad0e93-9774-4320-814a-d0ad1d393528","Air to air heat exchanger","","N/A","Heat Recovery Type","0efdc02c-d425-4b93-9a55-598be7e34977","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"0dfc107d-cf13-4825-9121-15e40715ba82","https://bedes.lbl.gov/node/0dfc107d-cf13-4825-9121-15e40715ba82","AK","Alaska","N/A","State","9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"05103fff-0075-4d93-8fe7-d0ec1efec9f0","https://bedes.lbl.gov/node/05103fff-0075-4d93-8fe7-d0ec1efec9f0","AKDT","","N/A","Time Zone Code","33ac969f-01e5-42c1-bc4a-1ac28d8b20b7","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"f2da1c0c-21fb-4263-a032-fd71dde66e2f","https://bedes.lbl.gov/node/f2da1c0c-21fb-4263-a032-fd71dde66e2f","AKGD","ASCC Alaska Grid / Alaska Power Grid","N/A","eGRID Region Code","1c03bd87-9df9-42e9-abf6-f16e2e3b3092","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"03b08589-8060-40bc-a41e-ac0c9a757694","https://bedes.lbl.gov/node/03b08589-8060-40bc-a41e-ac0c9a757694","AKMS","ASCC Miscellaneous / Alaska Power Grid","N/A","eGRID Region Code","1c03bd87-9df9-42e9-abf6-f16e2e3b3092","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"535fcf99-0f54-4628-802e-7328618ee6f7","https://bedes.lbl.gov/node/535fcf99-0f54-4628-802e-7328618ee6f7","AKST","","N/A","Time Zone Code","33ac969f-01e5-42c1-bc4a-1ac28d8b20b7","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"549652b6-3afa-4c49-b9ac-ca1f5e4b25da","https://bedes.lbl.gov/node/549652b6-3afa-4c49-b9ac-ca1f5e4b25da","AL","Alabama","N/A","State","9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"f402410d-c1b8-48d1-9c0c-678f1dc9a539","https://bedes.lbl.gov/node/f402410d-c1b8-48d1-9c0c-678f1dc9a539","All HVAC","","n/a","HVAC Systems Controlled","d3297c76-375d-4494-8bc6-68af31e5e291","","2019-11-26 17:19:17"
"a3e71997-fbba-418c-893a-135a5ee50dbd","https://bedes.lbl.gov/node/a3e71997-fbba-418c-893a-135a5ee50dbd","All week","Every day of the week that is not an observed holiday.","N/A","Schedule Day","2379417d-0ab6-4185-8a4b-d4af18922b7e","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"f3e62514-91b8-4c66-aaa0-f5f34e7e009f","https://bedes.lbl.gov/node/f3e62514-91b8-4c66-aaa0-f5f34e7e009f","All zones","Located in all zones within a building","n/a","Location","f1f0585d-19da-47e1-824f-6e109fb136c8","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"670d0a51-0f50-48f3-b9c2-7b1576db3892","https://bedes.lbl.gov/node/670d0a51-0f50-48f3-b9c2-7b1576db3892","Alley","Commonly used street suffix or abbreviations: Allee, Ally, Aly","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"908f9069-73e9-4f37-b83c-1b9f904ae106","https://bedes.lbl.gov/node/908f9069-73e9-4f37-b83c-1b9f904ae106","Alternating current output UPS","UPS that supplies power with a continuous flow of electric charge that periodically reverses direction.","N/A","UPS Power Output","71a15a7f-9ac6-4aec-8951-a6e62487886b","Commercial","2019-11-26 17:07:16"
"9d125957-3087-45b2-bb06-d2a19f632bc2","https://bedes.lbl.gov/node/9d125957-3087-45b2-bb06-d2a19f632bc2","Alternating current output UPS","UPS that supplies power with a continuous flow of electric charge that periodically reverses direction.","N/A","Uninterruptible Power Supply Type","03476ce0-5ce1-4c28-927a-c01df1bae9be","Commercial","2019-11-26 17:07:16"
"3cb53e45-4c74-486a-9ed8-8df5da04b618","https://bedes.lbl.gov/node/3cb53e45-4c74-486a-9ed8-8df5da04b618","Alternative water","Water that is not obtained from a surface water source, groundwater source, nor purchased reclaimed water from a third party. It can include rainwater or stormwater harvested onsite, sump pump water harvesting, gray water, air-cooling condensate, reject water from water purification systems, water reclaimed onsite, or water derived from other water reuse strategies.","n/a","Resource","ecaea4e4-495f-40c0-985a-de04a668c3bd","","2019-11-26 17:19:17"
"632068dc-98de-4b97-8d1a-b154d1b7aed4","https://bedes.lbl.gov/node/632068dc-98de-4b97-8d1a-b154d1b7aed4","Aluminum no thermal break","A fenestration framing system composed of aluminum, but without any low conductance material in the system that would prevent thermal bridging, so that heat can flow unrestricted through the highly conductive aluminum material from the outside to the inside of the frame.","N/A","Fenestration Frame Material","94def164-4be5-4ffb-9603-b179d31d5e33","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"4cb77142-75e6-4297-8c19-8d458b356175","https://bedes.lbl.gov/node/4cb77142-75e6-4297-8c19-8d458b356175","Aluminum Thermal break","A fenestration framing system composed of aluminum, which is a highly conductive material, that has one of more elements of low conductance material which reduce the flow of heat through the frame.","N/A","Fenestration Frame Material","94def164-4be5-4ffb-9603-b179d31d5e33","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"aaf2162d-d056-4a51-a30c-9425e980913d","https://bedes.lbl.gov/node/aaf2162d-d056-4a51-a30c-9425e980913d","Aluminum uncategorized","A fenestration framing system composed of aluminum, when it cannot be determined whether or not there is a thermal break in the framing system.","N/A","Fenestration Frame Material","94def164-4be5-4ffb-9603-b179d31d5e33","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
